id,order_no,customer_name,total_amount,status,order_date
1624,"20240515001","陈小丽",1312,"completed","2001-05-14"
1625,"20240523007","陈小丽",840,"completed","2001-05-22"
1626,"20240525002","陈小丽",382,"completed","2001-05-24"
1627,"20240308002","陈老板",99.6,"completed","2001-03-07"
1628,"20240403001","陈老板",246.79999999999998,"completed","2001-04-02"
1629,"20240403002","陈老板",877,"completed","2001-04-02"
1630,"20240414004","陈老板",444.4,"completed","2001-04-13"
1631,"20240427002","陈老板",612.6,"completed","2001-04-26"
1632,"20240501004","陈老板",456.9,"completed","2001-04-30"
1633,"20240528004","陈老板",341,"completed","2001-05-27"
1634,"20240910004","陈老板",230.5,"completed","2001-09-09"
1635,"20240420005","韩老板",1145,"completed","2001-04-19"
1636,"20240505009","高坊",332,"completed","2001-05-04"
1637,"20240313005","高老板",228.4,"completed","2001-03-12"
1638,"20240402006","黄海",900.5,"completed","2001-04-01"
1639,"20240513007","黄海",1140,"completed","2001-05-12"
1640,"20240603006","黄海",1449,"completed","2001-06-02"
1641,"20240617006","黄海",780,"completed","2001-06-16"
1642,"20240826011","黄海",598,"completed","2001-08-25"
1643,"20240328004","黄莹日杂",1130,"completed","2001-03-27"
1644,"20241005003","黄莹日杂",510,"completed","2001-10-04"
1645,"20240307004","黎红飞",1110,"completed","2001-03-06"
1646,"20240407007","黎红飞",298,"completed","2001-04-06"
1647,"20240422009","黎红飞",306,"completed","2001-04-21"
1648,"20240506002","黎红飞",450,"completed","2001-05-05"
1649,"20240915006","黎红飞",1030,"completed","2001-09-14"
1650,"20240325007","黎细莲",199,"completed","2001-03-24"
1651,"20240423003","黎细莲",156,"completed","2001-04-22"
1652,"20240501009","黎细莲",246.5,"completed","2001-04-30"
1653,"20240511001","黎细莲",215,"completed","2001-05-10"
1654,"20240604005","黎细莲",76.5,"completed","2001-06-03"
1655,"20240627003","黎细莲",106,"completed","2001-06-26"
1656,"20240915012","黎细莲",230,"completed","2001-09-14"
1657,"20240916007","黎细莲",148,"completed","2001-09-15"
1658,"20241005009","黎细莲",170,"completed","2001-10-04"
1659,"20241024006","黎细莲",365,"completed","2001-10-23"
1660,"20240312001","黎老板",302,"completed","2001-03-11"
1661,"20240318001","黎老板",328.5,"completed","2001-03-17"
1662,"20240401003","黎老板",232,"completed","2001-03-31"
1663,"20240404005","黎老板",398,"completed","2001-04-03"
1664,"20240414001","黎老板",129.5,"completed","2001-04-13"
1665,"20240426004","黎老板",216.5,"completed","2001-04-25"
1666,"20240513005","黎老板",306,"completed","2001-05-12"
1667,"20240519002","黎老板",389.5,"completed","2001-05-18"
1668,"20240604001","黎老板",296,"completed","2001-06-03"
1669,"20240612001","黎老板",360,"completed","2001-06-11"
1670,"20240627001","黎老板",125,"completed","2001-06-26"
1671,"20240806005","黎老板",430.5,"completed","2001-08-05"
1672,"20240813007","黎老板",244,"completed","2001-08-12"
1673,"20240827001","黎老板",254,"completed","2001-08-26"
1674,"20240830001","黎老板",265,"completed","2001-08-29"
1675,"20240914001","黎老板",345,"completed","2001-09-13"
1676,"20240923001","黎老板",358.2,"completed","2001-09-22"
1677,"20241003001","黎老板",486.5,"completed","2001-10-02"
1678,"20241010001","黎老板",112.5,"completed","2001-10-09"
1679,"20241031004","黎老板",66,"completed","2001-10-30"
1680,"20241116007","黎老板",217,"completed","2001-11-15"
1681,"20241214001","黎老板",248,"completed","2001-12-13"
1682,"20250801006","FUZhe",292,"completed","2001-07-31"
1683,"20250818001","FUZhe",200,"completed","2001-08-17"
1684,"20250914006","FUZhe",232.5,"completed","2001-09-13"
1685,"20250424006","万老板",604,"completed","2001-04-23"
1686,"20250617004","万老板",364,"completed","2001-06-16"
1687,"20250417001","丛塘渔具",75.5,"completed","2001-04-16"
1688,"20250106002","丛塘陈老板",142.8,"completed","2001-01-05"
1689,"20250116003","丛塘陈老板",180,"completed","2001-01-15"
1690,"20250122006","丛塘陈老板",914.9,"completed","2001-01-21"
1691,"20250207001","丛塘陈老板",211.20000000000002,"completed","2001-02-06"
1692,"20250213002","丛塘陈老板",334,"completed","2001-02-12"
1693,"20250217001","丛塘陈老板",1247.3,"completed","2001-02-16"
1694,"20250223003","丛塘陈老板",486.5,"completed","2001-02-22"
1695,"20250301004","丛塘陈老板",324.5,"completed","2001-02-28"
1696,"20250314003","丛塘陈老板",388.8,"completed","2001-03-13"
1697,"20250318001","丛塘陈老板",413,"completed","2001-03-17"
1698,"20250322001","丛塘陈老板",444,"completed","2001-03-21"
1699,"20250326001","丛塘陈老板",504.9,"completed","2001-03-25"
1700,"20250327005","丛塘陈老板",588.5,"completed","2001-03-26"
1701,"20250404001","丛塘陈老板",759.8,"completed","2001-04-03"
1702,"20250408002","丛塘陈老板",368.8,"completed","2001-04-07"
1703,"20250413003","丛塘陈老板",1075.5,"completed","2001-04-12"
1704,"20250415001","丛塘陈老板",862.5,"completed","2001-04-14"
1705,"20250418005","丛塘陈老板",619.5,"completed","2001-04-17"
1706,"20250422001","丛塘陈老板",427.4,"completed","2001-04-21"
1707,"20250425001","丛塘陈老板",732.4000000000001,"completed","2001-04-24"
1708,"20250428001","丛塘陈老板",1064.4,"completed","2001-04-27"
1709,"20250428002","丛塘陈老板",196,"completed","2001-04-27"
1710,"20250430001","丛塘陈老板",802,"completed","2001-04-29"
1711,"20250501009","丛塘陈老板",246,"completed","2001-04-30"
1712,"20250505008","丛塘陈老板",827,"completed","2001-05-04"
1713,"20250505009","丛塘陈老板",727.9,"completed","2001-05-04"
1714,"20250508001","丛塘陈老板",522,"completed","2001-05-07"
1715,"20250512009","丛塘陈老板",1056.7,"completed","2001-05-11"
1716,"20250516003","丛塘陈老板",408,"completed","2001-05-15"
1717,"20250520001","丛塘陈老板",590,"completed","2001-05-19"
1718,"20250525008","丛塘陈老板",661.7,"completed","2001-05-24"
1719,"20250528001","丛塘陈老板",817.0999999999999,"completed","2001-05-27"
1720,"20250601009","丛塘陈老板",1500.3999999999996,"completed","2001-05-31"
1721,"20250602001","丛塘陈老板",688.6999999999999,"completed","2001-06-01"
1722,"20250602002","丛塘陈老板",809.2,"completed","2001-06-01"
1723,"20250607003","丛塘陈老板",981.8,"completed","2001-06-06"
1724,"20250610002","丛塘陈老板",291.2,"completed","2001-06-09"
1725,"20250615008","丛塘陈老板",376.6,"completed","2001-06-14"
1726,"20250620003","丛塘陈老板",264.5,"completed","2001-06-19"
1727,"20250623001","丛塘陈老板",1018.9,"completed","2001-06-22"
1728,"20250709005","丛塘陈老板",652,"completed","2001-07-08"
1729,"20250715004","丛塘陈老板",929.8,"completed","2001-07-14"
1730,"20250717008","丛塘陈老板",590.4,"completed","2001-07-16"
1731,"20250722001","丛塘陈老板",1067.5,"completed","2001-07-21"
1732,"20250725002","丛塘陈老板",250.9,"completed","2001-07-24"
1733,"20250731001","丛塘陈老板",1021.4,"completed","2001-07-30"
1734,"20250731003","丛塘陈老板",642.3,"completed","2001-07-30"
1735,"20250802010","丛塘陈老板",856.5,"completed","2001-08-01"
1736,"20250810002","丛塘陈老板",302.6,"completed","2001-08-09"
1737,"20250819001","丛塘陈老板",491.5,"completed","2001-08-18"
1738,"20250822002","丛塘陈老板",240,"completed","2001-08-21"
1739,"20250826002","丛塘陈老板",349.5,"completed","2001-08-25"
1740,"20250902005","丛塘陈老板",826.1999999999999,"completed","2001-09-01"
1741,"20250904003","丛塘陈老板",519.5,"completed","2001-09-03"
1742,"20250910003","丛塘陈老板",158,"completed","2001-09-09"
1743,"20250912003","丛塘陈老板",499,"completed","2001-09-11"
1744,"20250914009","丛塘陈老板",284,"completed","2001-09-13"
1745,"20250919002","丛塘陈老板",323.00000000000006,"completed","2001-09-18"
1746,"20250923003","丛塘陈老板",682,"completed","2001-09-22"
1747,"20250102001","两杯茶",57,"completed","2001-01-01"
1748,"20250105001","两杯茶",69,"completed","2001-01-04"
1749,"20250107001","两杯茶",26.5,"completed","2001-01-06"
1750,"20250116004","两杯茶",188,"completed","2001-01-15"
1751,"20250119004","两杯茶",328,"completed","2001-01-18"
1752,"20250125003","两杯茶",85,"completed","2001-01-24"
1753,"20250209003","两杯茶",40,"completed","2001-02-08"
1754,"20250308007","两杯茶",187,"completed","2001-03-07"
1755,"20250419003","两杯茶",371,"completed","2001-04-18"
1756,"20250421007","两杯茶",212,"completed","2001-04-20"
1757,"20250511003","两杯茶",379,"completed","2001-05-10"
1758,"20250515003","两杯茶",174,"completed","2001-05-14"
1759,"20250530001","两杯茶",185,"completed","2001-05-29"
1760,"20250623003","两杯茶",180,"completed","2001-06-22"
1761,"20250922004","两杯茶",60,"completed","2001-09-21"
1762,"20250106005","中心超市",358,"completed","2001-01-05"
1763,"20250221003","中心超市",102,"completed","2001-02-20"
1764,"20250329004","中心超市",165,"completed","2001-03-28"
1765,"20250401003","中心超市",212,"completed","2001-03-31"
1766,"20250406006","中心超市",235,"completed","2001-04-05"
1767,"20250413004","中心超市",211,"completed","2001-04-12"
1768,"20250427008","中心超市",907,"completed","2001-04-26"
1769,"20250504011","中心超市",284.6,"completed","2001-05-03"
1770,"20250507005","中心超市",381.6,"completed","2001-05-06"
1771,"20250512006","中心超市",228.5,"completed","2001-05-11"
1772,"20250516006","中心超市",173,"completed","2001-05-15"
1773,"20250520005","中心超市",270,"completed","2001-05-19"
1774,"20250602008","中心超市",216,"completed","2001-06-01"
1775,"20250608009","中心超市",176,"completed","2001-06-07"
1776,"20250610008","中心超市",20,"completed","2001-06-09"
1777,"20250725006","中心超市",403,"completed","2001-07-24"
1778,"20250807004","中心超市",743.5,"completed","2001-08-06"
1779,"20250808006","中心超市",873,"completed","2001-08-07"
1780,"20250812005","中心超市",495.5,"completed","2001-08-11"
1781,"20250818006","中心超市",1011,"completed","2001-08-17"
1782,"20250901001","中心超市",751.5,"completed","2001-08-31"
1783,"20250903001","中心超市",603,"completed","2001-09-02"
1784,"20250903006","中心超市",429,"completed","2001-09-02"
1785,"20250906002","中心超市",217.5,"completed","2001-09-05"
1786,"20250908009","中心超市",768,"completed","2001-09-07"
1787,"20250916006","中心超市",593.6,"completed","2001-09-15"
1788,"20250921001","中心超市",670,"completed","2001-09-20"
1789,"20250114002","任启文",1238,"completed","2001-01-13"
1790,"20250209002","任启文",976,"completed","2001-02-08"
1791,"20250315001","任启文",1353,"completed","2001-03-14"
1792,"20250402003","任启文",437,"completed","2001-04-01"
1793,"20250414003","任启文",926,"completed","2001-04-13"
1794,"20250421008","任启文",683.5,"completed","2001-04-20"
1795,"20250429003","任启文",860.6,"completed","2001-04-28"
1796,"20250504009","任启文",456,"completed","2001-05-03"
1797,"20250510009","任启文",360,"completed","2001-05-09"
1798,"20250517005","任启文",437.5,"completed","2001-05-16"
1799,"20250526005","任启文",392.1,"completed","2001-05-25"
1800,"20250602010","任启文",315,"completed","2001-06-01"
1801,"20250612004","任启文",1308,"completed","2001-06-11"
1802,"20250619002","任启文",177,"completed","2001-06-18"
1803,"20250620007","任启文",561,"completed","2001-06-19"
1804,"20250627005","任启文",610.4,"completed","2001-06-26"
1805,"20250708005","任启文",1172,"completed","2001-07-07"
1806,"20250717011","任启文",1221,"completed","2001-07-16"
1807,"20250727003","任启文",345.5,"completed","2001-07-26"
1808,"20250730006","任启文",631,"completed","2001-07-29"
1809,"20250806002","任启文",1547,"completed","2001-08-05"
1810,"20250808009","任启文",460,"completed","2001-08-07"
1811,"20250814006","任启文",229.5,"completed","2001-08-13"
1812,"20250821008","任启文",1532.5,"completed","2001-08-20"
1813,"20250901006","任启文",397.5,"completed","2001-08-31"
1814,"20250907013","任启文",100,"completed","2001-09-06"
1815,"20250914011","任启文",812.5,"completed","2001-09-13"
1816,"20250926002","任启文",219,"completed","2001-09-25"
1817,"20250103005","任天文",535,"completed","2001-01-02"
1818,"20250117001","任天文",360,"completed","2001-01-16"
1819,"20250123001","任天文",550,"completed","2001-01-22"
1820,"20250211001","任天文",375,"completed","2001-02-10"
1821,"20250224003","任天文",960,"completed","2001-02-23"
1822,"20250302002","任天文",796,"completed","2001-03-01"
1823,"20250309001","任天文",274.5,"completed","2001-03-08"
1824,"20250311005","任天文",300,"completed","2001-03-10"
1825,"20250314001","任天文",561,"completed","2001-03-13"
1826,"20250319007","任天文",1087,"completed","2001-03-18"
1827,"20250326003","任天文",887,"completed","2001-03-25"
1828,"20250328001","任天文",897,"completed","2001-03-27"
1829,"20250402008","任天文",1235,"completed","2001-04-01"
1830,"20250412004","任天文",936.6,"completed","2001-04-11"
1831,"20250415008","任天文",1790.5,"completed","2001-04-14"
1832,"20250421002","任天文",700,"completed","2001-04-20"
1833,"20250424009","任天文",1167,"completed","2001-04-23"
1834,"20250429008","任天文",935,"completed","2001-04-28"
1835,"20250509005","任天文",1588,"completed","2001-05-08"
1836,"20250511006","任天文",1834.1,"completed","2001-05-10"
1837,"20250516007","任天文",446,"completed","2001-05-15"
1838,"20250518012","任天文",832,"completed","2001-05-17"
1839,"20250525002","任天文",835,"completed","2001-05-24"
1840,"20250528007","任天文",1256.7,"completed","2001-05-27"
1841,"20250531005","任天文",60,"completed","2001-05-30"
1842,"20250602009","任天文",786.6,"completed","2001-06-01"
1843,"20250610004","任天文",572,"completed","2001-06-09"
1844,"20250617006","任天文",1461,"completed","2001-06-16"
1845,"20250621003","任天文",735,"completed","2001-06-20"
1846,"20250625007","任天文",1581.5,"completed","2001-06-24"
1847,"20250629002","任天文",216,"completed","2001-06-28"
1848,"20250712009","任天文",936,"completed","2001-07-11"
1849,"20250715002","任天文",739,"completed","2001-07-14"
1850,"20250717005","任天文",220,"completed","2001-07-16"
1851,"20250722010","任天文",550,"completed","2001-07-21"
1852,"20250729001","任天文",1084,"completed","2001-07-28"
1853,"20250805002","任天文",721,"completed","2001-08-04"
1854,"20250811002","任天文",1082.1,"completed","2001-08-10"
1855,"20250813011","任天文",1352,"completed","2001-08-12"
1856,"20250819002","任天文",375,"completed","2001-08-18"
1857,"20250823001","任天文",1186,"completed","2001-08-22"
1858,"20250824003","任天文",428,"completed","2001-08-23"
1859,"20250830003","任天文",872,"completed","2001-08-29"
1860,"20250905003","任天文",562,"completed","2001-09-04"
1861,"20250908006","任天文",585,"completed","2001-09-07"
1862,"20250911003","任天文",713,"completed","2001-09-10"
1863,"20250926003","任天文",625,"completed","2001-09-25"
1864,"20250708004","何",648,"completed","2001-07-07"
1865,"20250712012","何",310,"completed","2001-07-11"
1866,"20250718005","何",630,"completed","2001-07-17"
1867,"20250801005","何",338,"completed","2001-07-31"
1868,"20250101001","何勇",324.4,"completed","2000-12-31"
1869,"20250120002","何勇",140,"completed","2001-01-19"
1870,"20250219001","何勇",767,"completed","2001-02-18"
1871,"20250302001","何勇",403,"completed","2001-03-01"
1872,"20250403002","何勇",617,"completed","2001-04-02"
1873,"20250420002","何勇",553,"completed","2001-04-19"
1874,"20250423003","何勇",633.7,"completed","2001-04-22"
1875,"20250504002","何勇",313,"completed","2001-05-03"
1876,"20250509002","何勇",981,"completed","2001-05-08"
1877,"20250527008","何勇",727.5,"completed","2001-05-26"
1878,"20250624005","何勇",211.7,"completed","2001-06-23"
1879,"20250719006","何勇",503,"completed","2001-07-18"
1880,"20250808007","何勇",467,"completed","2001-08-07"
1881,"20250901002","何勇",235.5,"completed","2001-08-31"
1882,"20250917003","何勇",246,"completed","2001-09-16"
1883,"20250109003","刘勇国",423,"completed","2001-01-08"
1884,"20250120001","刘勇国",360,"completed","2001-01-19"
1885,"20250213001","刘勇国",470.5,"completed","2001-02-12"
1886,"20250219005","刘勇国",406,"completed","2001-02-18"
1887,"20250301002","刘勇国",698,"completed","2001-02-28"
1888,"20250308006","刘勇国",258,"completed","2001-03-07"
1889,"20250321008","刘勇国",1929,"completed","2001-03-20"
1890,"20250408001","刘勇国",1082,"completed","2001-04-07"
1891,"20250415005","刘勇国",620,"completed","2001-04-14"
1892,"20250418004","刘勇国",442,"completed","2001-04-17"
1893,"20250505007","刘勇国",1096,"completed","2001-05-04"
1894,"20250512011","刘勇国",275,"completed","2001-05-11"
1895,"20250518010","刘勇国",707,"completed","2001-05-17"
1896,"20250525009","刘勇国",313,"completed","2001-05-24"
1897,"20250529001","刘勇国",1325,"completed","2001-05-28"
1898,"20250602006","刘勇国",527,"completed","2001-06-01"
1899,"20250617002","刘勇国",514,"completed","2001-06-16"
1900,"20250628005","刘勇国",201.2,"completed","2001-06-27"
1901,"20250702003","刘勇国",694,"completed","2001-07-01"
1902,"20250708010","刘勇国",526,"completed","2001-07-07"
1903,"20250711001","刘勇国",624,"completed","2001-07-10"
1904,"20250729006","刘勇国",305.5,"completed","2001-07-28"
1905,"20250819007","刘勇国",352,"completed","2001-08-18"
1906,"20250912002","刘勇国",210,"completed","2001-09-11"
1907,"20250524006","卢",859,"completed","2001-05-23"
1908,"20250104001","卢猛",130,"completed","2001-01-03"
1909,"20250113002","卢猛",312,"completed","2001-01-12"
1910,"20250302004","卢猛",967,"completed","2001-03-01"
1911,"20250309006","卢猛",220,"completed","2001-03-08"
1912,"20250331002","卢猛",770.8,"completed","2001-03-30"
1913,"20250401001","卢猛",770.8,"completed","2001-03-31"
1914,"20250403003","卢猛",410,"completed","2001-04-02"
1915,"20250405007","卢猛",470,"completed","2001-04-04"
1916,"20250407004","卢猛",865,"completed","2001-04-06"
1917,"20250419002","卢猛",322,"completed","2001-04-18"
1918,"20250423001","卢猛",120,"completed","2001-04-22"
1919,"20250429007","卢猛",594,"completed","2001-04-28"
1920,"20250504006","卢猛",900,"completed","2001-05-03"
1921,"20250510008","卢猛",740,"completed","2001-05-09"
1922,"20250527004","卢猛",980,"completed","2001-05-26"
1923,"20250609004","卢猛",422,"completed","2001-06-08"
1924,"20250622003","卢猛",644,"completed","2001-06-21"
1925,"20250715005","卢猛",524,"completed","2001-07-14"
1926,"20250725005","卢猛",560,"completed","2001-07-24"
1927,"20250805007","卢猛",1067,"completed","2001-08-04"
1928,"20250813008","卢猛",159,"completed","2001-08-12"
1929,"20250818005","卢猛",524,"completed","2001-08-17"
1930,"20250901005","卢猛",831.5,"completed","2001-08-31"
1931,"20250909003","卢猛",260,"completed","2001-09-08"
1932,"20250922005","卢猛",552,"completed","2001-09-21"
1933,"20250210001","卢老板",581,"completed","2001-02-09"
1934,"20250219003","卢老板",272,"completed","2001-02-18"
1935,"20250303002","卢老板",1169.5,"completed","2001-03-02"
1936,"20250319006","卢老板",200,"completed","2001-03-18"
1937,"20250402007","卢老板",594.5,"completed","2001-04-01"
1938,"20250424003","卢老板",1340.8,"completed","2001-04-23"
1939,"20250426003","卢老板",304,"completed","2001-04-25"
1940,"20250503006","卢老板",812,"completed","2001-05-02"
1941,"20250517008","卢老板",1440.3,"completed","2001-05-16"
1942,"20250518013","卢老板",130,"completed","2001-05-17"
1943,"20250529008","卢老板",715,"completed","2001-05-28"
1944,"20250531006","卢老板",1337,"completed","2001-05-30"
1945,"20250603001","卢老板",741.4,"completed","2001-06-02"
1946,"20250619006","卢老板",612,"completed","2001-06-18"
1947,"20250624003","卢老板",772,"completed","2001-06-23"
1948,"20250701001","卢老板",332,"completed","2001-06-30"
1949,"20250717002","卢老板",583,"completed","2001-07-16"
1950,"20250721003","卢老板",851,"completed","2001-07-20"
1951,"20250726006","卢老板",895,"completed","2001-07-25"
1952,"20250731002","卢老板",534,"completed","2001-07-30"
1953,"20250801004","卢老板",262,"completed","2001-07-31"
1954,"20250902003","卢老板",138,"completed","2001-09-01"
1955,"20250919003","卢老板",418,"completed","2001-09-18"
1956,"20250508003","友鱼渔具",624,"completed","2001-05-07"
1957,"20250509008","友鱼渔具",116,"completed","2001-05-08"
1958,"20250512013","友鱼渔具",296,"completed","2001-05-11"
1959,"20250521002","友鱼渔具",318,"completed","2001-05-20"
1960,"20250524002","友鱼渔具",152,"completed","2001-05-23"
1961,"20250529009","友鱼渔具",387.8,"completed","2001-05-28"
1962,"20250609005","友鱼渔具",305,"completed","2001-06-08"
1963,"20250713004","友鱼渔具",20,"completed","2001-07-12"
1964,"20250714001","友鱼渔具",29,"completed","2001-07-13"
1965,"20250802008","友鱼渔具",646,"completed","2001-08-01"
1966,"20250808002","友鱼渔具",205.5,"completed","2001-08-07"
1967,"20250816003","友鱼渔具",110,"completed","2001-08-15"
1968,"20250904002","友鱼渔具",376.8,"completed","2001-09-03"
1969,"20250911002","友鱼渔具",328.8,"completed","2001-09-10"
1970,"20250919007","友鱼渔具",72.5,"completed","2001-09-18"
1971,"20250922007","友鱼渔具",608,"completed","2001-09-21"
1972,"20250925001","友鱼渔具",860,"completed","2001-09-24"
1973,"20250419005","古培小磊",60,"completed","2001-04-18"
1974,"20250114003","吴冬",260,"completed","2001-01-13"
1975,"20250226001","吴冬",441.5,"completed","2001-02-25"
1976,"20250330004","吴冬",267,"completed","2001-03-29"
1977,"20250415002","吴冬",201,"completed","2001-04-14"
1978,"20250427007","吴冬",314,"completed","2001-04-26"
1979,"20250502002","吴冬",664,"completed","2001-05-01"
1980,"20250527003","吴冬",158,"completed","2001-05-26"
1981,"20250604002","吴冬",171,"completed","2001-06-03"
1982,"20250618007","吴冬",188.5,"completed","2001-06-17"
1983,"20250626005","吴冬",106,"completed","2001-06-25"
1984,"20250717001","吴冬",265,"completed","2001-07-16"
1985,"20250729008","吴冬",275,"completed","2001-07-28"
1986,"20250814005","吴冬",544,"completed","2001-08-13"
1987,"20250823005","吴冬",1192.5,"completed","2001-08-22"
1988,"20250907001","吴冬",377,"completed","2001-09-06"
1989,"20250914005","吴冬",442,"completed","2001-09-13"
1990,"20250916002","吴冬",517,"completed","2001-09-15"
1991,"20250110001","吴平辉",149,"completed","2001-01-09"
1992,"20250115001","吴平辉",172,"completed","2001-01-14"
1993,"20250118005","吴平辉",897.2,"completed","2001-01-17"
1994,"20250122009","吴平辉",1149,"completed","2001-01-21"
1995,"20250131003","吴平辉",654,"completed","2001-01-30"
1996,"20250211003","吴平辉",537,"completed","2001-02-10"
1997,"20250223002","吴平辉",994,"completed","2001-02-22"
1998,"20250301007","吴平辉",60,"completed","2001-02-28"
1999,"20250310003","吴平辉",2901,"completed","2001-03-09"
2000,"20250319005","吴平辉",264.5,"completed","2001-03-18"
2001,"20250323003","吴平辉",184,"completed","2001-03-22"
2002,"20250331005","吴平辉",820,"completed","2001-03-30"
2003,"20250405009","吴平辉",158,"completed","2001-04-04"
2004,"20250407003","吴平辉",1550,"completed","2001-04-06"
2005,"20250411006","吴平辉",620,"completed","2001-04-10"
2006,"20250412002","吴平辉",507.5,"completed","2001-04-11"
2007,"20250416003","吴平辉",100,"completed","2001-04-15"
2008,"20250418002","吴平辉",227.8,"completed","2001-04-17"
2009,"20250424007","吴平辉",358,"completed","2001-04-23"
2010,"20250425005","吴平辉",358,"completed","2001-04-24"
2011,"20250430003","吴平辉",627.5,"completed","2001-04-29"
2012,"20250503010","吴平辉",783.5,"completed","2001-05-02"
2013,"20250505004","吴平辉",1475,"completed","2001-05-04"
2014,"20250505010","吴平辉",52.5,"completed","2001-05-04"
2015,"20250509004","吴平辉",100,"completed","2001-05-08"
2016,"20250512002","吴平辉",210,"completed","2001-05-11"
2017,"20250512010","吴平辉",383,"completed","2001-05-11"
2018,"20250517007","吴平辉",1414.5,"completed","2001-05-16"
2019,"20250520002","吴平辉",179,"completed","2001-05-19"
2020,"20250528003","吴平辉",1633,"completed","2001-05-27"
2021,"20250601003","吴平辉",100,"completed","2001-05-31"
2022,"20250608004","吴平辉",100,"completed","2001-06-07"
2023,"20250609009","吴平辉",972.5,"completed","2001-06-08"
2024,"20250612001","吴平辉",138,"completed","2001-06-11"
2025,"20250618006","吴平辉",428,"completed","2001-06-17"
2026,"20250621004","吴平辉",133,"completed","2001-06-20"
2027,"20250625004","吴平辉",195.5,"completed","2001-06-24"
2028,"20250629001","吴平辉",233,"completed","2001-06-28"
2029,"20250708001","吴平辉",964.5,"completed","2001-07-07"
2030,"20250713010","吴平辉",699.5,"completed","2001-07-12"
2031,"20250720003","吴平辉",432,"completed","2001-07-19"
2032,"20250723005","吴平辉",60,"completed","2001-07-22"
2033,"20250727011","吴平辉",551,"completed","2001-07-26"
2034,"20250803001","吴平辉",376.8,"completed","2001-08-02"
2035,"20250806003","吴平辉",202,"completed","2001-08-05"
2036,"20250810001","吴平辉",97,"completed","2001-08-09"
2037,"20250811007","吴平辉",170,"completed","2001-08-10"
2038,"20250817006","吴平辉",465,"completed","2001-08-16"
2039,"20250819004","吴平辉",460,"completed","2001-08-18"
2040,"20250822003","吴平辉",395.5,"completed","2001-08-21"
2041,"20250824001","吴平辉",160,"completed","2001-08-23"
2042,"20250828001","吴平辉",120,"completed","2001-08-27"
2043,"20250831004","吴平辉",536,"completed","2001-08-30"
2044,"20250905001","吴平辉",903.5,"completed","2001-09-04"
2045,"20250906001","吴平辉",100,"completed","2001-09-05"
2046,"20250909001","吴平辉",100,"completed","2001-09-08"
2047,"20250909007","吴平辉",100,"completed","2001-09-08"
2048,"20250914001","吴平辉",258.5,"completed","2001-09-13"
2049,"20250916004","吴平辉",233,"completed","2001-09-15"
2050,"20250922006","吴平辉",423,"completed","2001-09-21"
2051,"20250321002","吴永新",1223,"completed","2001-03-20"
2052,"20250421001","吴永新",2962.2,"completed","2001-04-20"
2053,"20250517002","吴永新",1083.7,"completed","2001-05-16"
2054,"20250615006","吴永新",1753.5,"completed","2001-06-14"
2055,"20250118001","吴满珍",428,"completed","2001-01-17"
2056,"20250122002","吴满珍",384.8,"completed","2001-01-21"
2057,"20250225004","吴满珍",238,"completed","2001-02-24"
2058,"20250303001","吴满珍",401,"completed","2001-03-02"
2059,"20250311002","吴满珍",155,"completed","2001-03-10"
2060,"20250322005","吴满珍",234,"completed","2001-03-21"
2061,"20250327006","吴满珍",74,"completed","2001-03-26"
2062,"20250405008","吴满珍",202.5,"completed","2001-04-04"
2063,"20250408007","吴满珍",189,"completed","2001-04-07"
2064,"20250414001","吴满珍",78,"completed","2001-04-13"
2065,"20250425003","吴满珍",240,"completed","2001-04-24"
2066,"20250429001","吴满珍",76.5,"completed","2001-04-28"
2067,"20250507002","吴满珍",95,"completed","2001-05-06"
2068,"20250510004","吴满珍",1356.5,"completed","2001-05-09"
2069,"20250526001","吴满珍",70,"completed","2001-05-25"
2070,"20250529005","吴满珍",594.5,"completed","2001-05-28"
2071,"20250608006","吴满珍",480,"completed","2001-06-07"
2072,"20250625005","吴满珍",1288,"completed","2001-06-24"
2073,"20250702004","吴满珍",1537.5,"completed","2001-07-01"
2074,"20250708009","吴满珍",944,"completed","2001-07-07"
2075,"20250722009","吴满珍",293,"completed","2001-07-21"
2076,"20250809003","吴满珍",335.65,"completed","2001-08-08"
2077,"20250813012","吴满珍",317,"completed","2001-08-12"
2078,"20250826003","吴满珍",325.8,"completed","2001-08-25"
2079,"20250904007","吴满珍",477.5,"completed","2001-09-03"
2080,"20250908002","吴满珍",197,"completed","2001-09-07"
2081,"20250914003","吴满珍",31,"completed","2001-09-13"
2082,"20250923004","吴满珍",605,"completed","2001-09-22"
2083,"20250101002","周林",600,"completed","2000-12-31"
2084,"20250109005","周林",146,"completed","2001-01-08"
2085,"20250219002","周林",371,"completed","2001-02-18"
2086,"20250309004","周林",1042,"completed","2001-03-08"
2087,"20250321006","周林",576.9,"completed","2001-03-20"
2088,"20250325001","周林",392,"completed","2001-03-24"
2089,"20250403004","周林",206,"completed","2001-04-02"
2090,"20250416005","周林",1403.6,"completed","2001-04-15"
2091,"20250426001","周林",1786.5,"completed","2001-04-25"
2092,"20250426002","周林",531,"completed","2001-04-25"
2093,"20250430007","周林",100,"completed","2001-04-29"
2094,"20250518005","周林",646,"completed","2001-05-17"
2095,"20250627004","周林",1682,"completed","2001-06-26"
2096,"20250628002","周林",388,"completed","2001-06-27"
2097,"20250719009","周林",494,"completed","2001-07-18"
